attack_type,variant,blend_ratio,seed,detection_rate
bulk_export,ens_minus_freq,0.5,0,0.0
bulk_export,ens_minus_seq,0.5,0,0.0
bulk_export,ens_minus_trans,0.5,0,0.0
bulk_export,ens_minus_ctx,0.5,0,0.0
bulk_export,ens_full,0.5,1,0.0
bulk_export,ens_minus_scalars,0.5,1,0.0
bulk_export,ens_minus_freq,0.5,1,0.0
bulk_export,ens_minus_seq,0.5,1,0.0
bulk_export,ens_minus_trans,0.5,1,0.0
bulk_export,ens_minus_ctx,0.5,1,0.0
bulk_export,ens_full,0.5,2,0.0
bulk_export,ens_minus_scalars,0.5,2,0.0
bulk_export,ens_minus_freq,0.5,2,0.0
bulk_export,ens_minus_seq,0.5,2,0.0
bulk_export,ens_minus_trans,0.5,2,0.0
bulk_export,ens_minus_ctx,0.5,2,0.0
bulk_export,ens_full,0.5,3,0.0
bulk_export,ens_minus_scalars,0.5,3,0.0
bulk_export,ens_minus_freq,0.5,3,0.0
bulk_export,ens_minus_seq,0.5,3,0.0
bulk_export,ens_minus_trans,0.5,3,0.0
bulk_export,ens_minus_ctx,0.5,3,0.0
bulk_export,ens_full,0.5,4,0.0
bulk_export,ens_minus_scalars,0.5,4,0.0
bulk_export,ens_minus_freq,0.5,4,0.0
bulk_export,ens_minus_seq,0.5,4,0.0
bulk_export,ens_minus_trans,0.5,4,0.0
bulk_export,ens_minus_ctx,0.5,4,0.0
bulk_export,ens_full,0.7,0,0.0
bulk_export,ens_minus_scalars,0.7,0,0.0
bulk_export,ens_minus_freq,0.7,0,0.0
bulk_export,ens_minus_seq,0.7,0,0.0
bulk_export,ens_minus_trans,0.7,0,0.0
bulk_export,ens_minus_ctx,0.7,0,0.0
bulk_export,ens_full,0.7,1,0.0
bulk_export,ens_minus_scalars,0.7,1,0.0
bulk_export,ens_minus_freq,0.7,1,0.0
bulk_export,ens_minus_seq,0.7,1,0.0
bulk_export,ens_minus_trans,0.7,1,0.0
bulk_export,ens_minus_ctx,0.7,1,0.0
bulk_export,ens_full,0.7,2,0.0
bulk_export,ens_minus_scalars,0.7,2,0.0
bulk_export,ens_minus_freq,0.7,2,0.0
bulk_export,ens_minus_seq,0.7,2,0.0
bulk_export,ens_minus_trans,0.7,2,0.0
bulk_export,ens_minus_ctx,0.7,2,0.0
bulk_export,ens_full,0.7,3,0.0
bulk_export,ens_minus_scalars,0.7,3,0.0
bulk_export,ens_minus_freq,0.7,3,0.0
bulk_export,ens_minus_seq,0.7,3,0.0
bulk_export,ens_minus_trans,0.7,3,0.0
bulk_export,ens_minus_ctx,0.7,3,0.0
bulk_export,ens_full,0.7,4,0.0
bulk_export,ens_minus_scalars,0.7,4,0.0
bulk_export,ens_minus_freq,0.7,4,0.0
bulk_export,ens_minus_seq,0.7,4,0.0
bulk_export,ens_minus_trans,0.7,4,0.0
bulk_export,ens_minus_ctx,0.7,4,0.0
bulk_export,ens_full,1.0,0,1.0
bulk_export,ens_minus_scalars,1.0,0,0.3333333333333333
bulk_export,ens_minus_freq,1.0,0,1.0
bulk_export,ens_minus_seq,1.0,0,1.0
bulk_export,ens_minus_trans,1.0,0,1.0
bulk_export,ens_minus_ctx,1.0,0,1.0
bulk_export,ens_full,1.0,1,1.0
bulk_export,ens_minus_scalars,1.0,1,0.3333333333333333
bulk_export,ens_minus_freq,1.0,1,1.0
bulk_export,ens_minus_seq,1.0,1,1.0
bulk_export,ens_minus_trans,1.0,1,1.0
bulk_export,ens_minus_ctx,1.0,1,1.0
bulk_export,ens_full,1.0,2,1.0
bulk_export,ens_minus_scalars,1.0,2,0.3333333333333333
bulk_export,ens_minus_freq,1.0,2,1.0
bulk_export,ens_minus_seq,1.0,2,1.0
bulk_export,ens_minus_trans,1.0,2,1.0
bulk_export,ens_minus_ctx,1.0,2,1.0
bulk_export,ens_full,1.0,3,1.0
bulk_export,ens_minus_scalars,1.0,3,0.16666666666666666
bulk_export,ens_minus_freq,1.0,3,1.0
bulk_export,ens_minus_seq,1.0,3,1.0
bulk_export,ens_minus_trans,1.0,3,1.0
bulk_export,ens_minus_ctx,1.0,3,1.0
bulk_export,ens_full,1.0,4,1.0
bulk_export,ens_minus_scalars,1.0,4,0.16666666666666666
bulk_export,ens_minus_freq,1.0,4,1.0
bulk_export,ens_minus_seq,1.0,4,1.0
bulk_export,ens_minus_trans,1.0,4,1.0
bulk_export,ens_minus_ctx,1.0,4,1.0
project_scan,ens_full,0.0,0,0.0
project_scan,ens_minus_scalars,0.0,0,0.0
project_scan,ens_minus_freq,0.0,0,0.0
project_scan,ens_minus_seq,0.0,0,0.0
project_scan,ens_minus_trans,0.0,0,0.0
project_scan,ens_minus_ctx,0.0,0,0.0
project_scan,ens_full,0.05,0,0.0
project_scan,ens_minus_scalars,0.05,0,0.0
project_scan,ens_minus_freq,0.05,0,0.0
project_scan,ens_minus_seq,0.05,0,0.0
project_scan,ens_minus_trans,0.05,0,0.0
project_scan,ens_minus_ctx,0.05,0,0.0
project_scan,ens_full,0.05,1,0.0
project_scan,ens_minus_scalars,0.05,1,0.0
project_scan,ens_minus_freq,0.05,1,0.0
project_scan,ens_minus_seq,0.05,1,0.0
project_scan,ens_minus_trans,0.05,1,0.0
project_scan,ens_minus_ctx,0.05,1,0.0
project_scan,ens_full,0.05,2,0.0
project_scan,ens_minus_scalars,0.05,2,0.0
project_scan,ens_minus_freq,0.05,2,0.0
project_scan,ens_minus_seq,0.05,2,0.0
project_scan,ens_minus_trans,0.05,2,0.0
project_scan,ens_minus_ctx,0.05,2,0.0
project_scan,ens_full,0.05,3,0.0
project_scan,ens_minus_scalars,0.05,3,0.0
project_scan,ens_minus_freq,0.05,3,0.0
project_scan,ens_minus_seq,0.05,3,0.0
project_scan,ens_minus_trans,0.05,3,0.0
project_scan,ens_minus_ctx,0.05,3,0.0
project_scan,ens_full,0.05,4,0.0
project_scan,ens_minus_scalars,0.05,4,0.0
project_scan,ens_minus_freq,0.05,4,0.0
project_scan,ens_minus_seq,0.05,4,0.0
project_scan,ens_minus_trans,0.05,4,0.0
project_scan,ens_minus_ctx,0.05,4,0.0
project_scan,ens_full,0.1,0,0.0
project_scan,ens_minus_scalars,0.1,0,0.0
project_scan,ens_minus_freq,0.1,0,0.0
project_scan,ens_minus_seq,0.1,0,0.0
project_scan,ens_minus_trans,0.1,0,0.0
project_scan,ens_minus_ctx,0.1,0,0.0
project_scan,ens_full,0.1,1,0.0
project_scan,ens_minus_scalars,0.1,1,0.0
project_scan,ens_minus_freq,0.1,1,0.0
project_scan,ens_minus_seq,0.1,1,0.0
project_scan,ens_minus_trans,0.1,1,0.0
project_scan,ens_minus_ctx,0.1,1,0.0
project_scan,ens_full,0.1,2,0.0
project_scan,ens_minus_scalars,0.1,2,0.0
project_scan,ens_minus_freq,0.1,2,0.0
project_scan,ens_minus_seq,0.1,2,0.0
project_scan,ens_minus_trans,0.1,2,0.0
project_scan,ens_minus_ctx,0.1,2,0.0
project_scan,ens_full,0.1,3,0.0
project_scan,ens_minus_scalars,0.1,3,0.0
project_scan,ens_minus_freq,0.1,3,0.0
project_scan,ens_minus_seq,0.1,3,0.0
project_scan,ens_minus_trans,0.1,3,0.0
project_scan,ens_minus_ctx,0.1,3,0.0
project_scan,ens_full,0.1,4,0.0
project_scan,ens_minus_scalars,0.1,4,0.0
project_scan,ens_minus_freq,0.1,4,0.0
project_scan,ens_minus_seq,0.1,4,0.0
project_scan,ens_minus_trans,0.1,4,0.0
project_scan,ens_minus_ctx,0.1,4,0.0
project_scan,ens_full,0.2,0,0.0
project_scan,ens_minus_scalars,0.2,0,0.0
project_scan,ens_minus_freq,0.2,0,0.0
project_scan,ens_minus_seq,0.2,0,0.0
project_scan,ens_minus_trans,0.2,0,0.0
project_scan,ens_minus_ctx,0.2,0,0.0
project_scan,ens_full,0.2,1,0.0
project_scan,ens_minus_scalars,0.2,1,0.0
project_scan,ens_minus_freq,0.2,1,0.0
project_scan,ens_minus_seq,0.2,1,0.0
project_scan,ens_minus_trans,0.2,1,0.0
project_scan,ens_minus_ctx,0.2,1,0.0
project_scan,ens_full,0.2,2,0.0
project_scan,ens_minus_scalars,0.2,2,0.0
project_scan,ens_minus_freq,0.2,2,0.0
project_scan,ens_minus_seq,0.2,2,0.0
project_scan,ens_minus_trans,0.2,2,0.0
project_scan,ens_minus_ctx,0.2,2,0.0
project_scan,ens_full,0.2,3,0.0
project_scan,ens_minus_scalars,0.2,3,0.0
project_scan,ens_minus_freq,0.2,3,0.0
project_scan,ens_minus_seq,0.2,3,0.0
project_scan,ens_minus_trans,0.2,3,0.0
project_scan,ens_minus_ctx,0.2,3,0.0
project_scan,ens_full,0.2,4,0.0
project_scan,ens_minus_scalars,0.2,4,0.0
project_scan,ens_minus_freq,0.2,4,0.0
project_scan,ens_minus_seq,0.2,4,0.0
project_scan,ens_minus_trans,0.2,4,0.0
project_scan,ens_minus_ctx,0.2,4,0.0
project_scan,ens_full,0.3,0,0.0
project_scan,ens_minus_scalars,0.3,0,0.0
project_scan,ens_minus_freq,0.3,0,0.0
project_scan,ens_minus_seq,0.3,0,0.0
project_scan,ens_minus_trans,0.3,0,0.0
project_scan,ens_minus_ctx,0.3,0,0.0
project_scan,ens_full,0.3,1,0.0
project_scan,ens_minus_scalars,0.3,1,0.0
project_scan,ens_minus_freq,0.3,1,0.0
project_scan,ens_minus_seq,0.3,1,0.0
project_scan,ens_minus_trans,0.3,1,0.0
project_scan,ens_minus_ctx,0.3,1,0.0
project_scan,ens_full,0.3,2,0.0
project_scan,ens_minus_scalars,0.3,2,0.0
project_scan,ens_minus_freq,0.3,2,0.0
project_scan,ens_minus_seq,0.3,2,0.0
project_scan,ens_minus_trans,0.3,2,0.0
project_scan,ens_minus_ctx,0.3,2,0.0
project_scan,ens_full,0.3,3,0.0
project_scan,ens_minus_scalars,0.3,3,0.0
project_scan,ens_minus_freq,0.3,3,0.0
project_scan,ens_minus_seq,0.3,3,0.0
project_scan,ens_minus_trans,0.3,3,0.0
project_scan,ens_minus_ctx,0.3,3,0.0
project_scan,ens_full,0.3,4,0.0
project_scan,ens_minus_scalars,0.3,4,0.0
project_scan,ens_minus_freq,0.3,4,0.0
project_scan,ens_minus_seq,0.3,4,0.0
project_scan,ens_minus_trans,0.3,4,0.0
project_scan,ens_minus_ctx,0.3,4,0.0
project_scan,ens_full,0.5,0,0.0
project_scan,ens_minus_scalars,0.5,0,0.0
project_scan,ens_minus_freq,0.5,0,0.0
project_scan,ens_minus_seq,0.5,0,0.0
project_scan,ens_minus_trans,0.5,0,0.0
project_scan,ens_minus_ctx,0.5,0,0.0
project_scan,ens_full,0.5,1,0.0
project_scan,ens_minus_scalars,0.5,1,0.0
project_scan,ens_minus_freq,0.5,1,0.0
project_scan,ens_minus_seq,0.5,1,0.0
project_scan,ens_minus_trans,0.5,1,0.0
project_scan,ens_minus_ctx,0.5,1,0.0
project_scan,ens_full,0.5,2,0.0
project_scan,ens_minus_scalars,0.5,2,0.0
project_scan,ens_minus_freq,0.5,2,0.0
project_scan,ens_minus_seq,0.5,2,0.0
project_scan,ens_minus_trans,0.5,2,0.0
project_scan,ens_minus_ctx,0.5,2,0.0
project_scan,ens_full,0.5,3,0.0
project_scan,ens_minus_scalars,0.5,3,0.0
project_scan,ens_minus_freq,0.5,3,0.0
project_scan,ens_minus_seq,0.5,3,0.0
project_scan,ens_minus_trans,0.5,3,0.0
project_scan,ens_minus_ctx,0.5,3,0.0
project_scan,ens_full,0.5,4,0.0
project_scan,ens_minus_scalars,0.5,4,0.0
project_scan,ens_minus_freq,0.5,4,0.0
project_scan,ens_minus_seq,0.5,4,0.0
project_scan,ens_minus_trans,0.5,4,0.0
project_scan,ens_minus_ctx,0.5,4,0.0
project_scan,ens_full,0.7,0,1.0
project_scan,ens_minus_scalars,0.7,0,1.0
project_scan,ens_minus_freq,0.7,0,0.0
project_scan,ens_minus_seq,0.7,0,1.0
project_scan,ens_minus_trans,0.7,0,1.0
project_scan,ens_minus_ctx,0.7,0,1.0
project_scan,ens_full,0.7,1,1.0
project_scan,ens_minus_scalars,0.7,1,1.0
project_scan,ens_minus_freq,0.7,1,0.0
project_scan,ens_minus_seq,0.7,1,1.0
project_scan,ens_minus_trans,0.7,1,1.0
project_scan,ens_minus_ctx,0.7,1,1.0
project_scan,ens_full,0.7,2,1.0
project_scan,ens_minus_scalars,0.7,2,1.0
project_scan,ens_minus_freq,0.7,2,0.0
project_scan,ens_minus_seq,0.7,2,1.0
project_scan,ens_minus_trans,0.7,2,1.0
project_scan,ens_minus_ctx,0.7,2,1.0
project_scan,ens_full,0.7,3,1.0
project_scan,ens_minus_scalars,0.7,3,1.0
project_scan,ens_minus_freq,0.7,3,0.0
project_scan,ens_minus_seq,0.7,3,1.0
project_scan,ens_minus_trans,0.7,3,1.0
project_scan,ens_minus_ctx,0.7,3,1.0
project_scan,ens_full,0.7,4,1.0
project_scan,ens_minus_scalars,0.7,4,1.0
project_scan,ens_minus_freq,0.7,4,0.0
project_scan,ens_minus_seq,0.7,4,1.0
project_scan,ens_minus_trans,0.7,4,1.0
project_scan,ens_minus_ctx,0.7,4,1.0
project_scan,ens_full,1.0,0,1.0
project_scan,ens_minus_scalars,1.0,0,1.0
project_scan,ens_minus_freq,1.0,0,0.0
project_scan,ens_minus_seq,1.0,0,1.0
project_scan,ens_minus_trans,1.0,0,1.0
project_scan,ens_minus_ctx,1.0,0,1.0
project_scan,ens_full,1.0,1,1.0
project_scan,ens_minus_scalars,1.0,1,1.0
project_scan,ens_minus_freq,1.0,1,0.0
project_scan,ens_minus_seq,1.0,1,1.0
project_scan,ens_minus_trans,1.0,1,1.0
project_scan,ens_minus_ctx,1.0,1,1.0
project_scan,ens_full,1.0,2,1.0
project_scan,ens_minus_scalars,1.0,2,1.0
project_scan,ens_minus_freq,1.0,2,0.0
project_scan,ens_minus_seq,1.0,2,1.0
project_scan,ens_minus_trans,1.0,2,1.0
project_scan,ens_minus_ctx,1.0,2,1.0
project_scan,ens_full,1.0,3,1.0
project_scan,ens_minus_scalars,1.0,3,1.0
project_scan,ens_minus_freq,1.0,3,0.0
project_scan,ens_minus_seq,1.0,3,1.0
project_scan,ens_minus_trans,1.0,3,1.0
project_scan,ens_minus_ctx,1.0,3,1.0
project_scan,ens_full,1.0,4,1.0
project_scan,ens_minus_scalars,1.0,4,1.0
project_scan,ens_minus_freq,1.0,4,0.0
project_scan,ens_minus_seq,1.0,4,1.0
project_scan,ens_minus_trans,1.0,4,1.0
project_scan,ens_minus_ctx,1.0,4,1.0
source_copy,ens_full,0.0,0,0.0
source_copy,ens_minus_scalars,0.0,0,0.0
source_copy,ens_minus_freq,0.0,0,0.0
source_copy,ens_minus_seq,0.0,0,0.0
source_copy,ens_minus_trans,0.0,0,0.0
source_copy,ens_minus_ctx,0.0,0,0.0
source_copy,ens_full,0.05,0,0.0
source_copy,ens_minus_scalars,0.05,0,0.0
source_copy,ens_minus_freq,0.05,0,0.0
source_copy,ens_minus_seq,0.05,0,0.0
source_copy,ens_minus_trans,0.05,0,0.0
source_copy,ens_minus_ctx,0.05,0,0.0
source_copy,ens_full,0.05,1,0.0
source_copy,ens_minus_scalars,0.05,1,0.0
source_copy,ens_minus_freq,0.05,1,0.0
source_copy,ens_minus_seq,0.05,1,0.0
source_copy,ens_minus_trans,0.05,1,0.0
source_copy,ens_minus_ctx,0.05,1,0.0
source_copy,ens_full,0.05,2,0.0
source_copy,ens_minus_scalars,0.05,2,0.0
source_copy,ens_minus_freq,0.05,2,0.0
source_copy,ens_minus_seq,0.05,2,0.0
source_copy,ens_minus_trans,0.05,2,0.0
source_copy,ens_minus_ctx,0.05,2,0.0
source_copy,ens_full,0.05,3,0.0
source_copy,ens_minus_scalars,0.05,3,0.0
source_copy,ens_minus_freq,0.05,3,0.0
source_copy,ens_minus_seq,0.05,3,0.0
source_copy,ens_minus_trans,0.05,3,0.0
source_copy,ens_minus_ctx,0.05,3,0.0
source_copy,ens_full,0.05,4,0.0
source_copy,ens_minus_scalars,0.05,4,0.0
source_copy,ens_minus_freq,0.05,4,0.0
source_copy,ens_minus_seq,0.05,4,0.0
source_copy,ens_minus_trans,0.05,4,0.0
source_copy,ens_minus_ctx,0.05,4,0.0
source_copy,ens_full,0.1,0,0.0
source_copy,ens_minus_scalars,0.1,0,0.0
source_copy,ens_minus_freq,0.1,0,0.0
source_copy,ens_minus_seq,0.1,0,0.0
source_copy,ens_minus_trans,0.1,0,0.0
source_copy,ens_minus_ctx,0.1,0,0.0
source_copy,ens_full,0.1,1,0.0
source_copy,ens_minus_scalars,0.1,1,0.0
source_copy,ens_minus_freq,0.1,1,0.0
source_copy,ens_minus_seq,0.1,1,0.0
source_copy,ens_minus_trans,0.1,1,0.0
source_copy,ens_minus_ctx,0.1,1,0.0
source_copy,ens_full,0.1,2,0.0
source_copy,ens_minus_scalars,0.1,2,0.0
source_copy,ens_minus_freq,0.1,2,0.0
source_copy,ens_minus_seq,0.1,2,0.0
source_copy,ens_minus_trans,0.1,2,0.0
source_copy,ens_minus_ctx,0.1,2,0.0
source_copy,ens_full,0.1,3,0.0
source_copy,ens_minus_scalars,0.1,3,0.0
source_copy,ens_minus_freq,0.1,3,0.0
source_copy,ens_minus_seq,0.1,3,0.0
source_copy,ens_minus_trans,0.1,3,0.0
source_copy,ens_minus_ctx,0.1,3,0.0
source_copy,ens_full,0.1,4,0.0
source_copy,ens_minus_scalars,0.1,4,0.0
source_copy,ens_minus_freq,0.1,4,0.0
source_copy,ens_minus_seq,0.1,4,0.0
source_copy,ens_minus_trans,0.1,4,0.0
source_copy,ens_minus_ctx,0.1,4,0.0
source_copy,ens_full,0.2,0,0.0
source_copy,ens_minus_scalars,0.2,0,0.0
source_copy,ens_minus_freq,0.2,0,0.0
source_copy,ens_minus_seq,0.2,0,0.0
source_copy,ens_minus_trans,0.2,0,0.0
source_copy,ens_minus_ctx,0.2,0,0.0
source_copy,ens_full,0.2,1,0.0
source_copy,ens_minus_scalars,0.2,1,0.0
source_copy,ens_minus_freq,0.2,1,0.0
source_copy,ens_minus_seq,0.2,1,0.0
source_copy,ens_minus_trans,0.2,1,0.0
source_copy,ens_minus_ctx,0.2,1,0.0
source_copy,ens_full,0.2,2,0.0
source_copy,ens_minus_scalars,0.2,2,0.0
source_copy,ens_minus_freq,0.2,2,0.0
source_copy,ens_minus_seq,0.2,2,0.0
source_copy,ens_minus_trans,0.2,2,0.0
source_copy,ens_minus_ctx,0.2,2,0.0
source_copy,ens_full,0.2,3,0.0
source_copy,ens_minus_scalars,0.2,3,0.0
source_copy,ens_minus_freq,0.2,3,0.0
source_copy,ens_minus_seq,0.2,3,0.0
source_copy,ens_minus_trans,0.2,3,0.0
source_copy,ens_minus_ctx,0.2,3,0.0
source_copy,ens_full,0.2,4,0.0
source_copy,ens_minus_scalars,0.2,4,0.0
source_copy,ens_minus_freq,0.2,4,0.0
source_copy,ens_minus_seq,0.2,4,0.0
source_copy,ens_minus_trans,0.2,4,0.0
source_copy,ens_minus_ctx,0.2,4,0.0
source_copy,ens_full,0.3,0,0.0
source_copy,ens_minus_scalars,0.3,0,0.0
source_copy,ens_minus_freq,0.3,0,0.0
source_copy,ens_minus_seq,0.3,0,0.0
source_copy,ens_minus_trans,0.3,0,0.0
source_copy,ens_minus_ctx,0.3,0,0.0
source_copy,ens_full,0.3,1,0.0
source_copy,ens_minus_scalars,0.3,1,0.0
source_copy,ens_minus_freq,0.3,1,0.0
source_copy,ens_minus_seq,0.3,1,0.0
source_copy,ens_minus_trans,0.3,1,0.0
source_copy,ens_minus_ctx,0.3,1,0.0
source_copy,ens_full,0.3,2,0.0
source_copy,ens_minus_scalars,0.3,2,0.0
source_copy,ens_minus_freq,0.3,2,0.0
source_copy,ens_minus_seq,0.3,2,0.0
source_copy,ens_minus_trans,0.3,2,0.0
source_copy,ens_minus_ctx,0.3,2,0.0
source_copy,ens_full,0.3,3,0.0
source_copy,ens_minus_scalars,0.3,3,0.0
source_copy,ens_minus_freq,0.3,3,0.0
source_copy,ens_minus_seq,0.3,3,0.0
source_copy,ens_minus_trans,0.3,3,0.0
source_copy,ens_minus_ctx,0.3,3,0.0
source_copy,ens_full,0.3,4,0.0
source_copy,ens_minus_scalars,0.3,4,0.0
source_copy,ens_minus_freq,0.3,4,0.0
source_copy,ens_minus_seq,0.3,4,0.0
source_copy,ens_minus_trans,0.3,4,0.0
source_copy,ens_minus_ctx,0.3,4,0.0
source_copy,ens_full,0.5,0,0.0
source_copy,ens_minus_scalars,0.5,0,0.0
source_copy,ens_minus_freq,0.5,0,0.0
source_copy,ens_minus_seq,0.5,0,0.0
source_copy,ens_minus_trans,0.5,0,0.0
source_copy,ens_minus_ctx,0.5,0,0.0
source_copy,ens_full,0.5,1,0.0
source_copy,ens_minus_scalars,0.5,1,0.0
source_copy,ens_minus_freq,0.5,1,0.0
source_copy,ens_minus_seq,0.5,1,0.0
source_copy,ens_minus_trans,0.5,1,0.0
source_copy,ens_minus_ctx,0.5,1,0.0
source_copy,ens_full,0.5,2,0.0
source_copy,ens_minus_scalars,0.5,2,0.0
source_copy,ens_minus_freq,0.5,2,0.0
source_copy,ens_minus_seq,0.5,2,0.0
source_copy,ens_minus_trans,0.5,2,0.0
source_copy,ens_minus_ctx,0.5,2,0.0
source_copy,ens_full,0.5,3,0.0
source_copy,ens_minus_scalars,0.5,3,0.0
source_copy,ens_minus_freq,0.5,3,0.0
